NO,EXT/INT,DARI,NOMOR SURAT,TANGGAL SURAT,TANGGAL TERIMA,PERIHAL,KETERANGAN,TANGGAL SELESAI
466,EXTERNAL,Clem Blaszczyk,608/FB/2025,9/29/2025,error: Field 'this' not found,Klaim,"Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.","Syntax error in formula '__legacy_if(this['STATUS'] == 'Selesai', new Date(new Date(this['TGL TERIMA']).getTime() + rand(1,10)*24*60*60*1000), null)'"
467,INTERNAL,Alfi Bartolomucci,189/MF/2026,12/31/2024,error: Field 'this' not found,Pemberitahuan,"Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.

In congue. Etiam justo. Etiam pretium iaculis justo.

In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus.","Syntax error in formula '__legacy_if(this['STATUS'] == 'Selesai', new Date(new Date(this['TGL TERIMA']).getTime() + rand(1,10)*24*60*60*1000), null)'"
468,EXTERNAL,Nicol Wilsone,851/GO/2026,1/18/2025,error: Field 'this' not found,Pengajuan Kerjasama,Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.,"Syntax error in formula '__legacy_if(this['STATUS'] == 'Selesai', new Date(new Date(this['TGL TERIMA']).getTime() + rand(1,10)*24*60*60*1000), null)'"
469,EXTERNAL,Roselia Milsted,608/OY/2025,9/29/2024,error: Field 'this' not found,Permintaan Data,"Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.

Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.

Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.","Syntax error in formula '__legacy_if(this['STATUS'] == 'Selesai', new Date(new Date(this['TGL TERIMA']).getTime() + rand(1,10)*24*60*60*1000), null)'"
470,INTERNAL,Ware Varsey,781/HI/2025,3/7/2026,error: Field 'this' not found,Laporan,"Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus.","Syntax error in formula '__legacy_if(this['STATUS'] == 'Selesai', new Date(new Date(this['TGL TERIMA']).getTime() + rand(1,10)*24*60*60*1000), null)'"
471,EXTERNAL,Minda McHaffy,390/AZ/2024,8/30/2024,error: Field 'this' not found,Permohonan,"Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus.

Phasellus in felis. Donec semper sapien a libero. Nam dui.

Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius.","Syntax error in formula '__legacy_if(this['STATUS'] == 'Selesai', new Date(new Date(this['TGL TERIMA']).getTime() + rand(1,10)*24*60*60*1000), null)'"
472,INTERNAL,Garrick Bes,063/GU/2025,8/22/2025,error: Field 'this' not found,Pengaduan,"In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo.","Syntax error in formula '__legacy_if(this['STATUS'] == 'Selesai', new Date(new Date(this['TGL TERIMA']).getTime() + rand(1,10)*24*60*60*1000), null)'"
473,EXTERNAL,Brita Tschursch,867/EB/2025,2/1/2025,error: Field 'this' not found,Permintaan Data,Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.,"Syntax error in formula '__legacy_if(this['STATUS'] == 'Selesai', new Date(new Date(this['TGL TERIMA']).getTime() + rand(1,10)*24*60*60*1000), null)'"
474,EXTERNAL,Garnet Polon,252/YJ/2024,12/12/2023,error: Field 'this' not found,Permintaan Data,Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.,"Syntax error in formula '__legacy_if(this['STATUS'] == 'Selesai', new Date(new Date(this['TGL TERIMA']).getTime() + rand(1,10)*24*60*60*1000), null)'"
475,INTERNAL,Daphna Willmetts,845/LL/2026,7/13/2024,error: Field 'this' not found,Klaim,"Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.

In congue. Etiam justo. Etiam pretium iaculis justo.","Syntax error in formula '__legacy_if(this['STATUS'] == 'Selesai', new Date(new Date(this['TGL TERIMA']).getTime() + rand(1,10)*24*60*60*1000), null)'"
476,EXTERNAL,Shane Macken,525/BT/2026,9/22/2025,error: Field 'this' not found,Proposal,"In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.

Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst.

Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat.","Syntax error in formula '__legacy_if(this['STATUS'] == 'Selesai', new Date(new Date(this['TGL TERIMA']).getTime() + rand(1,10)*24*60*60*1000), null)'"
477,INTERNAL,Jacques Lipsett,070/YA/2026,1/17/2025,error: Field 'this' not found,Pengaduan,"Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.

Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.","Syntax error in formula '__legacy_if(this['STATUS'] == 'Selesai', new Date(new Date(this['TGL TERIMA']).getTime() + rand(1,10)*24*60*60*1000), null)'"
478,INTERNAL,Nollie Barnicott,548/XA/2026,11/20/2024,error: Field 'this' not found,Proposal,"Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.

Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem.","Syntax error in formula '__legacy_if(this['STATUS'] == 'Selesai', new Date(new Date(this['TGL TERIMA']).getTime() + rand(1,10)*24*60*60*1000), null)'"
479,INTERNAL,Harlie Pointin,318/QZ/2025,7/19/2025,error: Field 'this' not found,Permohonan,"Fusce consequat. Nulla nisl. Nunc nisl.

Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum.","Syntax error in formula '__legacy_if(this['STATUS'] == 'Selesai', new Date(new Date(this['TGL TERIMA']).getTime() + rand(1,10)*24*60*60*1000), null)'"
480,INTERNAL,Brandyn Braunfeld,682/AN/2025,10/1/2023,error: Field 'this' not found,Pengaduan,Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.,"Syntax error in formula '__legacy_if(this['STATUS'] == 'Selesai', new Date(new Date(this['TGL TERIMA']).getTime() + rand(1,10)*24*60*60*1000), null)'"
481,INTERNAL,Nadeen Danko,518/CM/2025,6/24/2025,error: Field 'this' not found,Pemberitahuan,"Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.","Syntax error in formula '__legacy_if(this['STATUS'] == 'Selesai', new Date(new Date(this['TGL TERIMA']).getTime() + rand(1,10)*24*60*60*1000), null)'"
482,EXTERNAL,Grata Rogeon,556/BG/2025,3/8/2024,error: Field 'this' not found,Undangan Rapat,"Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.

Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero.","Syntax error in formula '__legacy_if(this['STATUS'] == 'Selesai', new Date(new Date(this['TGL TERIMA']).getTime() + rand(1,10)*24*60*60*1000), null)'"
483,INTERNAL,Timofei Grzegorczyk,618/KM/2026,1/4/2025,error: Field 'this' not found,Permohonan,"Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis.

Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.","Syntax error in formula '__legacy_if(this['STATUS'] == 'Selesai', new Date(new Date(this['TGL TERIMA']).getTime() + rand(1,10)*24*60*60*1000), null)'"
484,INTERNAL,Tadeas Hearne,771/RZ/2024,11/24/2025,error: Field 'this' not found,Proposal,"Sed ante. Vivamus tortor. Duis mattis egestas metus.

Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.

Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.","Syntax error in formula '__legacy_if(this['STATUS'] == 'Selesai', new Date(new Date(this['TGL TERIMA']).getTime() + rand(1,10)*24*60*60*1000), null)'"
485,EXTERNAL,Stevie Pacquet,090/AC/2025,12/8/2025,error: Field 'this' not found,Pengaduan,"Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.","Syntax error in formula '__legacy_if(this['STATUS'] == 'Selesai', new Date(new Date(this['TGL TERIMA']).getTime() + rand(1,10)*24*60*60*1000), null)'"
486,EXTERNAL,Miranda Clee,647/TO/2025,11/8/2023,error: Field 'this' not found,Permintaan Data,"Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum.

In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo.

Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.","Syntax error in formula '__legacy_if(this['STATUS'] == 'Selesai', new Date(new Date(this['TGL TERIMA']).getTime() + rand(1,10)*24*60*60*1000), null)'"
487,EXTERNAL,Dixie Bartlomiej,986/BU/2025,12/29/2024,error: Field 'this' not found,Proposal,"In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo.

Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.","Syntax error in formula '__legacy_if(this['STATUS'] == 'Selesai', new Date(new Date(this['TGL TERIMA']).getTime() + rand(1,10)*24*60*60*1000), null)'"
488,EXTERNAL,Daisy Weafer,561/DI/2025,11/30/2023,error: Field 'this' not found,Permohonan,Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.,"Syntax error in formula '__legacy_if(this['STATUS'] == 'Selesai', new Date(new Date(this['TGL TERIMA']).getTime() + rand(1,10)*24*60*60*1000), null)'"
489,INTERNAL,Addie Greenard,490/ZM/2024,9/22/2023,error: Field 'this' not found,Proposal,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.","Syntax error in formula '__legacy_if(this['STATUS'] == 'Selesai', new Date(new Date(this['TGL TERIMA']).getTime() + rand(1,10)*24*60*60*1000), null)'"
490,INTERNAL,Gaston McGarrie,316/RM/2024,8/20/2024,error: Field 'this' not found,Pengajuan Kerjasama,"In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo.","Syntax error in formula '__legacy_if(this['STATUS'] == 'Selesai', new Date(new Date(this['TGL TERIMA']).getTime() + rand(1,10)*24*60*60*1000), null)'"
491,INTERNAL,Chevy Goodreid,967/MU/2026,7/21/2024,error: Field 'this' not found,Undangan Rapat,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin risus. Praesent lectus.","Syntax error in formula '__legacy_if(this['STATUS'] == 'Selesai', new Date(new Date(this['TGL TERIMA']).getTime() + rand(1,10)*24*60*60*1000), null)'"
492,INTERNAL,Jodie Chaves,397/FV/2024,6/25/2024,error: Field 'this' not found,Undangan Rapat,Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.,"Syntax error in formula '__legacy_if(this['STATUS'] == 'Selesai', new Date(new Date(this['TGL TERIMA']).getTime() + rand(1,10)*24*60*60*1000), null)'"
493,INTERNAL,Kent Loughren,337/NM/2025,4/9/2024,error: Field 'this' not found,Laporan,"Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst.

Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat.

Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.","Syntax error in formula '__legacy_if(this['STATUS'] == 'Selesai', new Date(new Date(this['TGL TERIMA']).getTime() + rand(1,10)*24*60*60*1000), null)'"
494,EXTERNAL,Anatola Semor,720/FM/2024,2/25/2026,error: Field 'this' not found,Undangan Rapat,"In congue. Etiam justo. Etiam pretium iaculis justo.

In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus.","Syntax error in formula '__legacy_if(this['STATUS'] == 'Selesai', new Date(new Date(this['TGL TERIMA']).getTime() + rand(1,10)*24*60*60*1000), null)'"
495,EXTERNAL,Rozanne Ingraham,122/DP/2025,2/3/2026,error: Field 'this' not found,Proposal,"In congue. Etiam justo. Etiam pretium iaculis justo.

In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus.","Syntax error in formula '__legacy_if(this['STATUS'] == 'Selesai', new Date(new Date(this['TGL TERIMA']).getTime() + rand(1,10)*24*60*60*1000), null)'"
496,INTERNAL,Rafi Trudgion,594/VG/2026,10/22/2025,error: Field 'this' not found,Proposal,"Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.

Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.

Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus.","Syntax error in formula '__legacy_if(this['STATUS'] == 'Selesai', new Date(new Date(this['TGL TERIMA']).getTime() + rand(1,10)*24*60*60*1000), null)'"
497,EXTERNAL,Craggie Acarson,492/CV/2024,12/19/2023,error: Field 'this' not found,Pemberitahuan,"Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.

Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.

Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.","Syntax error in formula '__legacy_if(this['STATUS'] == 'Selesai', new Date(new Date(this['TGL TERIMA']).getTime() + rand(1,10)*24*60*60*1000), null)'"
498,EXTERNAL,Birch St Leger,653/MK/2026,9/11/2024,error: Field 'this' not found,Permintaan Data,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin risus. Praesent lectus.

Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis.

Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.","Syntax error in formula '__legacy_if(this['STATUS'] == 'Selesai', new Date(new Date(this['TGL TERIMA']).getTime() + rand(1,10)*24*60*60*1000), null)'"
499,EXTERNAL,Irma Keetley,144/WI/2025,9/12/2023,error: Field 'this' not found,Pengaduan,"Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.

Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus.","Syntax error in formula '__legacy_if(this['STATUS'] == 'Selesai', new Date(new Date(this['TGL TERIMA']).getTime() + rand(1,10)*24*60*60*1000), null)'"
500,INTERNAL,Clyve Boanas,382/CU/2024,1/2/2025,error: Field 'this' not found,Konfirmasi,"Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.","Syntax error in formula '__legacy_if(this['STATUS'] == 'Selesai', new Date(new Date(this['TGL TERIMA']).getTime() + rand(1,10)*24*60*60*1000), null)'"
501,INTERNAL,Arty Malthus,507/IH/2026,9/26/2025,error: Field 'this' not found,Pengaduan,"Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.

Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.","Syntax error in formula '__legacy_if(this['STATUS'] == 'Selesai', new Date(new Date(this['TGL TERIMA']).getTime() + rand(1,10)*24*60*60*1000), null)'"
502,EXTERNAL,Cirilo Wyon,484/QN/2025,12/30/2025,error: Field 'this' not found,Laporan,"Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.

In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.","Syntax error in formula '__legacy_if(this['STATUS'] == 'Selesai', new Date(new Date(this['TGL TERIMA']).getTime() + rand(1,10)*24*60*60*1000), null)'"
503,EXTERNAL,Patrica Gommey,743/TB/2026,3/8/2024,error: Field 'this' not found,Permohonan,"Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero.","Syntax error in formula '__legacy_if(this['STATUS'] == 'Selesai', new Date(new Date(this['TGL TERIMA']).getTime() + rand(1,10)*24*60*60*1000), null)'"
504,EXTERNAL,Ursulina Clemo,196/YV/2026,7/3/2025,error: Field 'this' not found,Konfirmasi,"Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.

In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.","Syntax error in formula '__legacy_if(this['STATUS'] == 'Selesai', new Date(new Date(this['TGL TERIMA']).getTime() + rand(1,10)*24*60*60*1000), null)'"
